chat_id,run,llm_score
710,1,71.1
711,1,69.5
712,1,61.2
713,1,78.5
714,1,70.4
715,1,64.4
716,1,61.3
717,1,67.4
718,1,69.5
719,1,63.4
720,1,76.2
721,1,58.5
722,1,65.8
723,1,71.0
724,1,74.7
725,1,46.5
726,1,85.0
727,1,66.2
728,1,87.2
729,1,59.2
730,1,79.9
731,1,82.6
732,1,75.1
733,1,76.1
734,1,71.9
735,1,76.7
736,1,65.7
737,1,81.3
738,1,73.2
739,1,75.0
740,1,70.6
741,1,57.1
742,1,61.3
743,1,83.3
744,1,61.7
745,1,75.7
746,1,67.3
747,1,82.9
748,1,61.8
749,1,61.7
750,1,76.7
751,1,63.9
752,1,73.8
753,1,86.8
754,1,81.8
755,1,68.6
756,1,74.5
757,1,79.3
758,1,70.9
759,1,65.4
760,1,70.6
761,1,57.9
762,1,77.1
763,1,74.8
764,1,56.3
765,1,75.1
766,1,65.5
767,1,78.5
768,1,67.9
769,1,75.6
770,1,72.9
771,1,65.3
772,1,65.8
773,1,78.8
774,1,89.6
775,1,69.9
776,1,73.9
777,1,70.6
778,1,61.8
779,1,62.2
780,1,65.8
781,1,73.0
782,1,78.2
783,1,71.3
784,1,74.6
785,1,65.7
786,1,71.0
787,1,70.7
788,1,75.7
789,1,58.8
790,1,58.6
791,1,77.0
792,1,71.0
793,1,78.2
794,1,65.9
795,1,71.0
796,1,67.7
797,1,66.2
798,1,71.8
799,1,82.9
800,1,66.4
801,1,78.6
802,1,73.1
803,1,91.0
804,1,75.4
805,1,63.3
806,1,64.7
807,1,73.0
808,1,62.2
809,1,76.2
810,1,64.9
811,1,82.2
812,1,65.1
813,1,74.8
814,1,71.9
815,1,62.4
816,1,86.3
817,1,75.8
818,1,64.9
819,1,77.2
820,1,60.5
821,1,83.3
822,1,68.1
823,1,73.3
824,1,53.4
825,1,67.6
826,1,67.8
827,1,74.0
828,1,63.2
829,1,73.5
830,1,87.7
831,1,77.6
832,1,71.2
833,1,77.5
834,1,63.0
835,1,78.8
836,1,77.1
837,1,69.2
838,1,77.8
839,1,78.9
840,1,61.3
841,1,74.0
842,1,68.6
843,1,56.7
844,1,69.2
845,1,67.0
846,1,86.8
847,1,71.0
848,1,61.8
849,1,69.6
850,1,58.4
851,1,64.0
852,1,69.1
853,1,71.2
854,1,69.2
855,1,71.7
856,1,59.2
857,1,67.1
858,1,68.4
859,1,72.0
860,1,55.2
861,1,66.1
862,1,75.6
863,1,65.1
864,1,73.0
865,1,62.9
866,1,73.7
867,1,72.0
868,1,75.2
869,1,65.7
870,1,73.2
871,1,75.7
872,1,61.8
873,1,68.2
874,1,69.0
875,1,60.2
876,1,60.4
877,1,61.0
878,1,76.2
879,1,58.2
880,1,73.2
881,1,69.6
882,1,68.1
883,1,84.2
884,1,80.9
885,1,67.1
886,1,69.3
887,1,71.5
888,1,74.8
889,1,67.8
890,1,77.0
891,1,73.0
892,1,65.0
893,1,69.1
894,1,67.6
895,1,68.0
896,1,75.7
897,1,68.2
898,1,76.1
899,1,69.0
900,1,83.6
901,1,70.9
902,1,77.4
903,1,73.0
904,1,72.6
905,1,69.9
906,1,64.2
907,1,72.7
908,1,78.2
909,1,70.9
910,1,70.1
911,1,82.9
912,1,78.1
913,1,72.1
914,1,66.7
915,1,78.5
916,1,63.0
917,1,56.8
918,1,63.6
919,1,81.5
920,1,74.0
921,1,60.7
922,1,72.7
923,1,71.3
924,1,58.2
925,1,77.1
926,1,69.7
927,1,76.9
928,1,67.0
929,1,64.3
930,1,75.5
931,1,62.4
932,1,68.1
933,1,67.5
934,1,81.5
935,1,72.2
936,1,64.7
937,1,64.6
938,1,74.9
939,1,83.0
940,1,70.4
941,1,77.1
942,1,78.7
943,1,67.5
944,1,63.9
945,1,87.8
946,1,75.9
947,1,66.9
948,1,65.8
949,1,62.7
950,1,78.2
951,1,73.7
952,1,58.7
953,1,64.7
954,1,60.0
955,1,67.9
956,1,70.4
957,1,79.2
958,1,72.7
959,1,83.4
960,1,61.9
961,1,78.5
962,1,74.7
963,1,56.6
964,1,71.6
965,1,69.7
966,1,70.5
967,1,84.8
968,1,57.6
969,1,66.9
970,1,69.9
971,1,74.7
972,1,80.5
973,1,67.3
974,1,57.6
975,1,63.2
976,1,67.7
977,1,72.5
978,1,69.2
979,1,74.3
980,1,81.7
981,1,67.6
982,1,74.9
983,1,75.8
984,1,70.8
985,1,74.8
986,1,80.9
987,1,70.6
988,1,67.7
989,1,67.1
990,1,78.0
991,1,78.1
992,1,74.1
993,1,63.9
994,1,71.3
995,1,61.6
996,1,74.6
997,1,76.0
998,1,73.7
999,1,67.3
1000,1,68.5
1001,1,88.8
1002,1,72.1
1003,1,70.6
1004,1,65.5
1005,1,78.2
1006,1,85.8
1007,1,82.5
1008,1,73.4
1009,1,67.4
1010,1,65.6
1011,1,76.6
1012,1,74.2
1013,1,53.1
1014,1,67.8
1015,1,75.2
1016,1,79.3
1017,1,71.7
1018,1,77.2
1019,1,55.6
1020,1,61.5
1021,1,65.8
1022,1,64.0
1023,1,65.3
1024,1,72.0
1025,1,74.4
1026,1,64.0
1027,1,69.9
1028,1,63.4
1029,1,58.0
1030,1,70.1
1031,1,54.1
1032,1,71.6
1033,1,76.6
1034,1,67.7
1035,1,83.8
1036,1,71.0
1037,1,81.9
1038,1,67.1
1039,1,64.3
1040,1,75.0
1041,1,72.8
1042,1,79.1
1043,1,70.1
1044,1,62.0
1045,1,75.5
1046,1,76.5
1047,1,77.6
1048,1,69.7
1049,1,53.7
1050,1,65.7
1051,1,58.6
1052,1,60.6
1053,1,80.0
1054,1,60.3
1055,1,64.4
1056,1,72.2
1057,1,67.3
1058,1,73.8
1059,1,65.3
1060,1,65.1
1061,1,75.2
1062,1,77.1
1063,1,69.8
1064,1,66.5
1065,1,62.2
1066,1,83.5
1067,1,75.2
1068,1,65.8
1069,1,64.0
1070,1,65.1
1071,1,70.6
1072,1,74.3
1073,1,74.2
1074,1,78.5
1075,1,56.7
1076,1,63.6
1077,1,65.6
1078,1,81.6
1079,1,72.8
1080,1,72.6
1081,1,70.7
1082,1,73.6
1083,1,75.0
1084,1,71.4
1085,1,59.7
1086,1,66.9
1087,1,72.2
1088,1,72.4
1089,1,69.5
1090,1,70.5
1091,1,68.1
1092,1,64.2
1093,1,77.8
1094,1,77.4
1095,1,69.6
1096,1,67.1
1097,1,80.4
1098,1,63.5
1099,1,75.2
1100,1,70.9
1101,1,68.0
1102,1,72.0
1103,1,56.3
1104,1,76.7
1105,1,72.0
1106,1,63.1
1107,1,71.8
1108,1,71.5
1109,1,87.3
1110,1,76.3
1111,1,64.0
1112,1,85.0
1113,1,79.5
1114,1,72.0
1115,1,73.4
1116,1,67.4
1117,1,72.0
1118,1,69.3
1119,1,63.4
1120,1,66.5
1121,1,64.8
1122,1,63.2
1123,1,74.1
1124,1,61.8
1125,1,74.3
1126,1,68.0
1127,1,68.1
1128,1,83.6
1129,1,75.9
1130,1,70.2
1131,1,58.3
1132,1,58.1
1133,1,71.1
1134,1,73.3
1135,1,68.7
1136,1,85.3
1137,1,68.5
1138,1,81.3
1139,1,85.8
1140,1,71.3
1141,1,62.9
1142,1,72.6
1143,1,63.3
1144,1,72.3
1145,1,67.3
1146,1,70.0
1147,1,71.7
1148,1,71.3
1149,1,90.4
1150,1,73.1
1151,1,74.2
1152,1,71.9
1153,1,75.5
1154,1,74.8
1155,1,78.2
1156,1,66.6
1157,1,77.5
1158,1,62.1
1159,1,80.9
1160,1,59.8
1161,1,92.1
1162,1,69.9
1163,1,72.2
1164,1,59.5
1165,1,71.1
1166,1,57.6
1167,1,84.7
1168,1,72.1
1169,1,71.2
1170,1,67.1
1171,1,65.8
1172,1,80.6
1173,1,73.9
1174,1,77.3
1175,1,67.1
1176,1,69.1
1177,1,68.2
1178,1,76.6
1179,1,74.2
1180,1,70.1
1181,1,66.7
1182,1,77.5
1183,1,74.8
1184,1,69.7
1185,1,72.2
1186,1,78.4
1187,1,78.1
1188,1,84.9
1189,1,70.5
1190,1,60.8
1191,1,71.8
1192,1,69.7
1193,1,66.9
1194,1,78.4
1195,1,59.5
1196,1,66.9
1197,1,71.3
1198,1,74.3
1199,1,60.9
1200,1,59.8
1201,1,78.7
1202,1,63.0
1203,1,67.0
1204,1,60.6
1205,1,65.4
1206,1,73.7
1207,1,83.5
1208,1,55.5
1209,1,78.0
1210,1,72.6
1211,1,60.7
1212,1,64.7
1213,1,64.8
1214,1,75.8
1215,1,80.0
1216,1,74.2
1217,1,61.6
1218,1,62.3
1219,1,62.2
1220,1,55.8
1221,1,68.4
1222,1,80.6
1223,1,69.0
1224,1,71.8
1225,1,66.7
1226,1,62.6
1227,1,79.7
1228,1,76.7
1229,1,67.4
1230,1,74.5
1231,1,82.1
1232,1,72.6
1233,1,69.2
1234,1,62.9
1235,1,78.7
1236,1,63.4
1237,1,65.0
1238,1,57.9
1239,1,75.8
1240,1,56.1
1241,1,73.9
1242,1,60.2
1243,1,58.5
1244,1,69.2
1245,1,71.1
1246,1,71.6
1247,1,75.9
1248,1,73.8
1249,1,69.9
1250,1,69.0
1251,1,69.1
1252,1,85.8
1253,1,50.4
1254,1,72.9
1255,1,75.7
1256,1,65.2
1257,1,58.0
1258,1,53.7
1259,1,67.5
1260,1,77.3
1261,1,60.3
1262,1,69.5
1263,1,71.6
1264,1,64.4
1265,1,77.4
1266,1,77.6
1267,1,75.4
1268,1,87.6
1269,1,69.1
1270,1,61.3
1271,1,82.8
1272,1,85.5
1273,1,66.8
1274,1,71.1
1275,1,66.8
1276,1,68.5
1277,1,77.7
1278,1,65.1
1279,1,81.5
1280,1,63.2
1281,1,76.9
1282,1,81.6
1283,1,73.6
1284,1,69.9
1285,1,56.5
1286,1,65.9
1287,1,79.9
1288,1,69.9
1289,1,59.1
1290,1,85.3
1291,1,64.3
1292,1,78.5
1293,1,64.6
1294,1,73.0
1295,1,75.5
1296,1,66.6
1297,1,71.2
1298,1,77.4
1299,1,78.3
1300,1,77.5
1301,1,73.0
1302,1,69.8
1303,1,66.6
1304,1,60.1
1305,1,70.9
1306,1,63.8
1307,1,77.1
1308,1,85.2
1309,1,64.5
1310,1,73.8
1311,1,67.3
1312,1,67.8
1313,1,73.9
1314,1,63.1
1315,1,79.0
1316,1,68.6
1317,1,76.0
1318,1,68.2
1319,1,70.4
1320,1,68.8
1321,1,79.9
1322,1,71.4
1323,1,69.0
1324,1,67.8
1325,1,62.7
1326,1,74.1
1327,1,65.9
1328,1,70.3
1329,1,73.0
1330,1,66.5
1331,1,79.9
1332,1,61.7
1333,1,62.2
1334,1,77.1
1335,1,79.9
1336,1,63.2
1337,1,82.8
1338,1,78.1
1339,1,86.3
1340,1,80.3
1341,1,80.4
1342,1,70.6
1343,1,77.7
1344,1,67.0
1345,1,73.1
1346,1,68.6
1347,1,71.9
1348,1,93.4
1349,1,69.5
1350,1,79.3
1351,1,64.3
1352,1,67.8
1353,1,63.7
1354,1,77.9
1355,1,72.5
1356,1,77.6
1357,1,68.6
1358,1,79.3
1359,1,68.1
1360,1,75.1
1361,1,72.9
1362,1,71.3
1363,1,88.5
1364,1,79.6
1365,1,73.1
1366,1,79.0
1367,1,60.5
1368,1,66.5
1369,1,80.0
1370,1,64.0
1371,1,78.4
1372,1,66.0
1373,1,55.2
1374,1,76.5
1375,1,66.0
1376,1,82.2
1377,1,82.7
1378,1,73.5
1379,1,65.3
1380,1,72.0
1381,1,49.5
1382,1,83.9
1383,1,75.7
1384,1,48.8
1385,1,60.2
1386,1,63.4
1387,1,65.9
1388,1,62.0
1389,1,70.7
1390,1,59.7
1391,1,62.8
1392,1,69.8
1393,1,69.9
1394,1,70.8
1395,1,72.3
1396,1,70.5
1397,1,75.9
1398,1,69.6
1399,1,65.3
1400,1,75.2
1401,1,82.9
1402,1,75.4
1403,1,76.4
1404,1,70.5
1405,1,77.6
1406,1,71.8
1407,1,81.4
1408,1,53.5
1409,1,71.2
1410,1,68.5
1411,1,55.1
1412,1,70.1
1413,1,67.3
1414,1,76.5
1415,1,89.2
1416,1,70.0
1417,1,81.0
1418,1,65.0
1419,1,74.8
1420,1,62.1
1421,1,64.4
1422,1,67.9
1423,1,83.1
1424,1,76.0
1425,1,64.7
1426,1,64.9
1427,1,65.4
1428,1,81.0
1429,1,78.2
1430,1,84.6
1431,1,57.0
1432,1,84.4
1433,1,73.0
1434,1,64.0
1435,1,72.1
1436,1,62.3
1437,1,80.5
1438,1,74.7
1439,1,83.6
1440,1,74.0
1441,1,70.0
1442,1,59.0
1443,1,75.5
1444,1,68.4
1445,1,64.9
1446,1,73.5
1447,1,77.7
1448,1,64.6
1449,1,83.8
1450,1,74.4
1451,1,65.4
1452,1,62.9
1453,1,85.9
1454,1,74.5
1455,1,80.7
1456,1,69.4
1457,1,69.1
1458,1,71.2
1459,1,75.9
1460,1,77.4
1461,1,84.7
1462,1,69.9
1463,1,79.9
1464,1,77.9
1465,1,77.9
1466,1,76.0
1467,1,75.6
1468,1,76.6
1469,1,56.6
1470,1,73.4
1471,1,88.9
1472,1,76.7
1473,1,77.2
1474,1,69.4
1475,1,72.5
1476,1,85.0
1477,1,67.9
1478,1,70.6
1479,1,67.0
1480,1,70.7
1481,1,72.0
1482,1,68.0
1483,1,84.3
1484,1,74.5
1485,1,79.7
1486,1,67.7
1487,1,65.5
1488,1,65.1
1489,1,68.1
1490,1,68.4
1491,1,72.7
1492,1,71.2
1493,1,57.8
1494,1,62.2
1495,1,71.2
1496,1,67.5
1497,1,68.2
1498,1,77.2
1499,1,75.1
1500,1,68.4
1501,1,66.6
1502,1,79.7
1503,1,64.3
1504,1,70.8
1505,1,74.1
1506,1,72.6
1507,1,65.3
1508,1,54.6
1509,1,70.7
1510,1,63.9
1511,1,76.9
1512,1,62.8
1513,1,50.1
1514,1,80.0
1515,1,71.3
1516,1,63.4
1517,1,74.0
1518,1,78.4
1519,1,64.5
1520,1,83.5
1521,1,80.4
1522,1,79.6
1523,1,71.8
1524,1,80.7
1525,1,75.3
1526,1,56.2
1527,1,77.2
1528,1,69.2
1529,1,73.7
1530,1,64.4
1531,1,69.6
1532,1,80.3
1533,1,66.5
1534,1,80.2
1535,1,67.2
1536,1,68.9
1537,1,66.1
1538,1,78.0
1539,1,62.3
1540,1,77.0
1541,1,69.1
1542,1,84.6
1543,1,67.0
1544,1,63.5
1545,1,77.6
1546,1,58.8
1547,1,57.6
1548,1,69.1
1549,1,70.4
1550,1,56.6
1551,1,72.3
1552,1,71.2
1553,1,62.3
1554,1,67.1
1555,1,76.6
1556,1,80.3
1557,1,78.4
1558,1,75.4
1559,1,77.7
1560,1,69.1
1561,1,73.1
1562,1,78.0
1563,1,73.6
1564,1,66.9
1565,1,74.8
1566,1,74.4
1567,1,72.4
1568,1,83.0
1569,1,56.3
1570,1,62.9
1571,1,75.8
1572,1,63.6
1573,1,65.4
1574,1,81.3
1575,1,70.7
1576,1,81.3
1577,1,73.6
1578,1,74.6
1579,1,64.9
1580,1,67.9
1581,1,68.5
1582,1,87.5
1583,1,65.6
1584,1,77.8
1585,1,82.2
1586,1,67.4
1587,1,80.7
1588,1,77.4
1589,1,65.7
1590,1,64.5
1591,1,73.4
1592,1,64.5
1593,1,72.5
1594,1,84.3
1595,1,66.3
1596,1,84.0
1597,1,75.0
1598,1,75.5
1599,1,72.6
1600,1,84.7
1601,1,73.1
1602,1,55.4
1603,1,69.8
1604,1,62.4
1605,1,76.8
1606,1,71.7
1607,1,54.8
1608,1,73.7
1609,1,82.5
1610,1,80.2
1611,1,68.2
1612,1,76.2
1613,1,71.0
1614,1,72.4
1615,1,69.5
1616,1,68.8
1617,1,70.8
1618,1,82.4
1619,1,68.4
1620,1,75.6
1621,1,79.0
1622,1,66.8
1623,1,70.9
1624,1,51.7
1625,1,57.5
1626,1,62.1
1627,1,82.5
1628,1,72.0
1629,1,68.4
1630,1,70.4
1631,1,64.8
1632,1,62.0
1633,1,64.6
1634,1,75.4
1635,1,64.4
1636,1,76.0
1637,1,78.0
1638,1,82.8
1639,1,77.9
1640,1,75.7
1641,1,69.9
1642,1,60.0
1643,1,71.7
1644,1,75.3
1645,1,76.9
1646,1,63.2
1647,1,78.3
1648,1,75.6
1649,1,74.8
1650,1,70.5
1651,1,76.1
1652,1,70.3
1653,1,78.2
1654,1,70.5
1655,1,89.8
1656,1,60.6
1657,1,64.5
1658,1,66.8
1659,1,76.0
1660,1,62.8
1661,1,56.7
1662,1,61.7
1663,1,70.8
