text,label
"In a major blow to one of the world's largest agribusiness companies, Archer Daniels Midland (ADM) has lost several key executives in the wake of pleading guilty to price fixing. The scandal has sent shockwaves through the industry and sparked new concerns over antitrust violations. ADM, which produces everything from corn and soybeans to ethanol and animal feed, acknowledged last week that it had participated in a conspiracy to fix the prices of lysine and other animal feed additives. The company agreed to pay a $60 million fine to the U.S. Department of Justice as part of a plea deal. The fallout from the scandal has been swift and wide-ranging, particularly for ADM's senior leadership. Three top executives have stepped down from the company, including CEO Juan Luciano, Chief Financial Officer Ray Young, and Chief Operating Officer Fritz Corrigan. The departures have raised questions about the company's future direction and management stability. Luciano, who had led ADM since 2015, was widely praised for his efforts to modernize the company and expand its global footprint. Under his tenure, ADM completed several major acquisitions, including a $3 billion deal for European grain trader Bunge in 2018. However, the price-fixing scandal has tarnished his legacy and made him a controversial figure within the company. Young, who was widely respected for his financial acumen, had been with ADM for more than a decade. His departure is seen as a significant loss for the company, which must now find a new CFO to fill his shoes. Corrigan, who had served as COO since 2014, was less well-known but still considered a key member of ADM's executive team. The departures of Luciano, Young, and Corrigan have left a leadership vacuum at ADM just as it is facing a growing list of challenges. In addition to the price-fixing scandal, the company faces rising competition from other agribusiness giants like Cargill and Bunge, as well as pressures from consumer groups and regulators to adopt more sustainable and ethical practices. ADM's board of directors will need to act quickly to try to restore investor confidence and reassure its tens of thousands of employees around the world. The fallout from the ADM scandal has also prompted new concerns about antitrust violations in the agribusiness industry. Critics argue that the industry is too concentrated in the hands of a few large companies, which can collaborate to drive up prices for farmers and other customers. The ADM case is just the latest example of these concerns, which have led to calls for greater regulation and oversight. In response to the scandal, several U.S. lawmakers have called for tighter antitrust enforcement and new laws to prevent price fixing and other anti-competitive practices. Some have even suggested breaking up the largest agribusiness companies to increase competition and accountability. Meanwhile, consumer groups and activists are stepping up their campaigns to promote fair trade and sustainable agriculture practices. The ADM scandal also highlights the challenges facing companies operating in today's highly interconnected and complex global markets. With so many players vying for market share and profits, businesses must navigate a growing web of regulatory requirements, ethical standards, and public expectations. Failing to do so can have major consequences for their reputation, finances, and employees. The ADM case is a cautionary tale for other companies that may be tempted to engage in anti-competitive practices for short-term gain. While such practices may boost profits and market share in the short term, they can ultimately undermine the long-term viability and legitimacy of a business. Companies that fail to uphold ethical and legal standards will find themselves facing intense scrutiny from regulators, customers, and investors. In conclusion, the ADM scandal represents a major setback for the agribusiness industry and has raised new questions about antitrust violations. The loss of several key executives has left the company in a fragile state and forced it to grapple with a range of challenges. However, the scandal may also serve as a wake-up call for the industry and encourage greater accountability and transparency in the future. As companies face mounting pressures to act responsibly and sustainably, they must work to build trust with their stakeholders and uphold ethical and legal standards.",ai
"In response to the economic downturn caused by the COVID-19 pandemic, Japan has established a panel of experts to tackle the issue of problem loans and to increase liquidity in the country's real estate market. The panel, which includes officials from the Ministry of Finance, the Ministry of Economy, Trade and Industry, and the Financial Services Agency, among others, will examine the impact of the pandemic on the real estate market and propose solutions to assist struggling businesses and borrowers. One of the main challenges facing Japan's real estate market is an increase in problem loans, particularly in the commercial real estate sector. The pandemic has led to a decline in consumer spending and business activity, resulting in financial strains for many property owners. According to the Bank of Japan, the ratio of problem loans in the commercial real estate sector increased from 4.6% in December 2019 to 6.6% in June 2020. This upward trend is expected to continue as the pandemic continues to impact the economy. To address this issue, the panel will consider measures to support distressed borrowers, such as loan restructuring and debt forgiveness. It will also explore ways to increase the availability of financing for businesses and individuals who are struggling to obtain credit. In addition to addressing problem loans, the panel will also aim to increase liquidity in the real estate market. This will involve promoting investment in real estate and encouraging the development of new properties. One potential solution that the panel may consider is the introduction of Real Estate Investment Trusts (REITs), which allow investors to gain exposure to the real estate market without requiring large amounts of capital. REITs have been successful in other countries, such as the United States, and could provide a boost to Japan's struggling real estate market. Another potential solution that the panel may consider is the relaxation of regulations around foreign investment in the real estate market. Currently, foreign investors face significant restrictions when investing in Japanese real estate, which limits the amount of capital that can be injected into the market. By relaxing these regulations, Japan could attract more foreign investment, which could increase liquidity and spur development in the real estate sector. The establishment of the panel was welcomed by industry experts, who have been calling for government intervention to address the challenges facing Japan's real estate market. ""Given the current economic environment, it is essential that the government takes action to support struggling businesses and borrowers,"" said Masahiro Mochizuki, a senior economist at Sumitomo Mitsui Asset Management Co. ""By increasing liquidity and promoting investment in real estate, the government can help to stabilize the market and support economic growth."" The panel is expected to submit its recommendations to the government by the end of the year. While it is too early to predict the exact measures that will be adopted, experts are hopeful that the panel's work will lead to a more stable and vibrant real estate market in Japan. Overall, the establishment of the panel is a positive step towards addressing the challenges facing Japan's real estate market. By taking a collaborative and proactive approach, the government can help to stabilize the market and support economic growth in the years to come.",ai
"Beijing – Despite a detente in bilateral trade tensions, Chinese officials issued a warning on Wednesday that more potential economic roadblocks loom between the world’s two largest economies. The U.S. and China have been slowly warming their frosty relations, after a long trade war that saw the Trump administration slapping tariffs on billions of dollars of Chinese goods. The Biden administration has backed off some of those, most recently in a proclamation lifting punitive tariffs on Canadian aluminum. China’s Ministry of Commerce spokesperson Gao Feng, speaking at a routine press briefing, said both sides need to work together in order to create a fair and stable trading environment. “China and the US have different economic and social systems,” Feng said. “We shouldn’t want or expect to address every single issue within the scope of a single meeting or in a short while. The two sides should take realistic measures to prevent the escalation of trade friction.” Feng noted that China has been following through with commitments made in the phase one agreement signed by China and the Trump administration last year, including increasing purchases of U.S. goods. The agreement saw China pledge to buy an additional $200 billion of American goods and services over two years. But while China has made progress toward the agreement, other trade tensions continue to simmer. The U.S. and China also are at odds over the latter’s territorial claims in the South China Sea, its handling of Hong Kong and human rights abuses against Uighur Muslims in Xinjiang. “We need to expand market access and mutually beneficial cooperation, and make cooperation the centerpiece of Sino-US economic and trade relations,” Feng said. “The two sides should jointly promote the healthy development of the global economy.” Meanwhile, there are concerns that the ongoing trade tensions may escalate once again as China has unveiled a new five-year plan for economic and social development, which aims to reduce China’s reliance on the West, increase domestic consumption and build a self-sufficient technology ecosystem. This shift could limit foreign access to Chinese markets, which pose a problem for American firms. Many observers believe that the Biden administration will continue some of the trade policies of its predecessor, as China currently sits under a cloud of sanctions that have only increased under Biden, including sanctions on Chinese companies that supply technology used to oppress Muslims in Xinjiang. According to a joint report by the National Bureau of Statistics and the United Nations Development Programme, the value of U.S. trade with China has fallen by about 10% since 2018. However, some analysts predict that the Biden administration will still have to address outstanding issues in the U.S. relationship with China to avoid further escalation of tensions. Whether China’s concerns will amount to anything substantive remains to be seen. However, officials in Beijing do want the world to know that they stand ready to confront any new barriers to trade or commerce with the US.",ai
"Deere & Co. Tuesday reported record fourth-quarter and annual earnings as demand grew for its agricultural, industrial, commercial and consumer equipment worldwide. Net income jumped 15 percent to $173.9 million, or 68 cents a share, for the quarter ended Oct. 31, from $150.6 million, or 57 cents a share, in the year-ago period. Revenues rose 7 percent to $2.9 billion from $2.7 billion. ""The company's operating margins remain strong as our focus on continuous improvement and growth is having a positive impact throughout our businesses,"" Deere Chairman Hans Becherer said in a statement. But fourth quarter profits were less than some analysts had expected, although results did include a $15 million after-tax write-off to integrate and consolidate various Mexican operations. Deere's stock dropped $2.625 to $44 on the New York Stock Exchange. ""Deere came in a little light on a reported basis,"" NatWest Markets analyst Thomas Burns said. Profits for the fiscal year rose 16 percent to $817.3 million, or $3.14 a share, from $706.1 million, or $2.71 a share, last year. Revenues climbed 9 percent to $11.2 billion from $10.3 billion. One area of weakness was Deere's commercial and consumer equipment business, such as lawn and landscaping products. Worldwide commercial and consumer equipment operating profits fell to $1 million for the fourth quarter from $35 million last year, and to $118 million for the full fiscal year from $165 million a year ago. Deere blamed the drop on lower sales volume and increased promotional and growth expenditures. ""The one big operational shortfall that was very, very disappointing and was a surprise to us was the commercial and consumer business,"" Dain Bosworth analyst J. Blair Brumley said. Moline, Ill.-based Deere said export sales from the United States continued to grow, by 20 percent to $1.58 billion for 1996 from $1.31 billion last year. Overseas sales for the year remained very strong, rising by 26 percent to $2.75 billion, topping $2.5 billion for the first time in the company's history, Deere said. Worldwide agricultural equipment operating profits jumped to $202 million for the fourth quarter from $135 million in the year-ago period. Worldwide demand for John Deere agricultural equipment remains very strong, Becherer said. Overseas agricultural equipment sales, which were strong during 1996, are expected to continue to increase in 1997 due to sales in Ukraine and Kazakhstan. Industrial equipment operating profit fell to $34 million for the fourth quarter from $36 million last year. Deere cited increased development expenses associated with improving the fuel efficiency and emissions performance of new engines. Net income of Deere's financial services subsidiaries was $47.6 million for the quarter vs. $41 million a year ago. Looking ahead, Deere said it expected worldwide physical volume of sales to dealers on a comparable basis to increase by about 5 percent in 1997 compared with 1996.",human
"The regional bells and GTE Corp have continued to see strong demand for telephone services and robust earnings growth in the third quarter of 2021. This is in part due to the ongoing pandemic, which has increased the need for reliable and affordable communication services. According to industry reports, the regional bells - which include AT&T, Verizon, and CenturyLink - have seen a 4.8% increase in earnings in the third quarter, compared to the same period in 2020. The gains have been driven by a surge in demand for broadband and related services, as more people work from home, attend school remotely, and consume entertainment through streaming services. GTE Corp, which provides telecommunications and wireless services to residential and business customers, has also experienced robust growth in the third quarter. The company's revenue rose by 7% in the period, compared to the same quarter last year, thanks to strong sales of wireless devices and an increase in postpaid subscribers. The strong financial performance of both the regional bells and GTE Corp is also a reflection of their continued investments in network infrastructure and technology, which have enabled them to provide high-quality services to customers. In addition, they have aggressively expanded their offerings to include new services beyond traditional voice and data services. Industry analysts predict that the demand for telephone services will continue to grow in the coming months, as more businesses and consumers are expected to adopt remote work models. This is likely to fuel further growth in the sector, and both the regional bells and GTE Corp are well-positioned to take advantage of the trend. Despite the positive outlook for the industry, some challenges remain for the regional bells and GTE Corp. The ongoing chip shortage, for example, could disrupt the supply chain for new devices and equipment, which could impact their ability to meet increasing demand for their services. There is also a growing concern among consumers around data privacy and security, which could lead to increased scrutiny of telecom providers. In response to these challenges, the regional bells and GTE Corp are focused on investing more in cybersecurity and data protection measures, as well as exploring new partnerships and collaborations to create synergies within the industry. Overall, the strong demand for telephone services and robust earnings growth for the regional bells and GTE Corp in the third quarter of 2021 bodes well for the industry's future. With the ongoing pandemic and the continued adoption of remote work, the demand for reliable communication services will only continue to increase. The question now is whether the industry can overcome the challenges it faces to deliver high-quality services to customers in a rapidly changing environment.",ai
"Prague, Czech Republic – Czech leaders are currently discussing solutions to the country's rising trade deficit, which has been a cause for concern among experts and stakeholders. According to the latest data from the Czech Statistical Office, the country's trade deficit widened by 7.2% year-on-year in November 2020, reaching a total of CZK 23.2 billion ($1.1 billion). This marks the highest trade deficit since June 2016, highlighting the impact of the COVID-19 pandemic on the economy. The Czech Republic is heavily reliant on exports, with the sector accounting for over 80% of the country's gross domestic product (GDP). However, the global economic slowdown brought about by the pandemic has affected Czech exports, causing a decline in demand and resulting in a trade deficit. To address this issue, Czech leaders have been exploring various solutions, including devaluing the Czech koruna to boost exports. However, experts have raised concerns about the potential negative consequences of such a move. In an interview with Bloomberg, Morgan Stanley analyst Pasquale Diana warned that a koruna devaluation could result in higher inflation and interest rates, which could further harm the economy. He recommended that the government focus on improving productivity and innovation in the long term, rather than relying on short-term measures like devaluation. Other experts echoed Diana's sentiments, emphasizing that devaluation could also lead to a loss of investor confidence and increased borrowing costs for the government. They urged leaders to consider alternative solutions that could address the root causes of the trade deficit. One such solution proposed by some experts is to boost domestic consumption in the Czech Republic. Since the country's economy is heavily reliant on exports, increasing domestic demand could help reduce the trade deficit by providing a new source of economic growth. To achieve this, some experts recommend implementing policies that increase household disposable income, such as reducing income taxes and social security contributions. These measures could incentivize consumers to spend more, boosting the domestic economy and reducing the country's reliance on exports. Another potential solution is to diversify the economy and reduce reliance on traditional export industries like automotive and machinery. This could involve investing in new industries that have the potential to drive economic growth and reduce the trade deficit over time. Several experts have highlighted the potential of the green economy as a promising area for investment and growth. Given the Czech Republic's strong energy sector and natural resources, experts suggest that investing in renewable energy and sustainable infrastructure could help boost the economy and reduce the trade deficit in the long term. Furthermore, experts have also called on the government to take a more active role in promoting trade and exports. This could involve implementing policies that encourage foreign investment and support domestic firms in expanding their overseas operations. In a recent interview with Reuters, Radomir Jac, the head of the Economic section of the Czech Academy of Sciences, emphasized the need for a more strategic approach to trade and exports. Jac suggested that the government should focus on promoting ""smart exports,"" which involve exporting high value-added products rather than simply relying on low-cost manufacturing. Overall, Czech leaders are facing a challenging economic environment, with the pandemic and trade deficits posing significant obstacles to growth. As they continue to explore potential solutions, it will be crucial for them to listen to experts and stakeholders and adopt a strategic approach that prioritizes long-term growth and sustainability over short-term fixes.",ai
"Tokyo-based banking giant Nomura Holdings Inc. has reported a first-half loss of ¥255.6 billion ($2.3 billion) for the fiscal year 2021, citing challenges from the COVID-19 pandemic. Nomura, Japan’s largest brokerage and investment banking firm, announced its earnings on Wednesday, adding to a mixed picture of financial results from major brokers globally. While some major brokerage firms are reporting profits, Nomura’s first-half results show that it is yet to recover from the pandemic’s impact. According to Nomura, the loss was largely due to a hit of ¥165.7 billion ($1.5 billion) in credit valuation adjustment (CVA), a complicated accounting practice used to estimate potential losses on derivatives. It also includes goodwill impairment, which reflects a non-cash charge that lowers the value of an asset. “We recognize the challenges we must address, such as improving our cost structure, while also enhancing risk management and rebuilding client trust following issues arising from the Archegos incident,” said Nomura CEO Kentaro Okuda. Meanwhile, other major brokerage firms such as Goldman Sachs, Morgan Stanley, and JPMorgan Chase reported better-than-expected profits and revenue growth for the first half of 2021. These firms’ earnings surge is attributed to the improving stock market and investors’ increasing appetite for risky assets. In particular, investment banking divisions have seen a significant rise in income from advising mergers and acquisitions, and underwriting stock and bond deals. Goldman Sachs has reported a net profit of $10.8 billion for the first half of 2021, the firm’s second-highest-ever half-year earnings. The firm’s investment banking division, which advises clients on deals, generated revenues of $6.5 billion, up 83% from the same period last year. Morgan Stanley posted a net profit of $11 billion for the first half, more than double its earnings during the same period last year. While the firm’s banking division saw a revenue gain of 26%, its trading division took a hit of 27% on fixed income business. JPMorgan Chase has also reported a strong quarter, with net income of $11.9 billion for the first half, up 139% from the same period in 2020. The bank reported a solid performance across all its business segments, with its investment banking division contributing to a bulk of the revenue growth. “The results clearly demonstrate that our diversified business model is resilient in a challenging environment,” said Jamie Dimon, JPMorgan Chase chairman, and CEO. The improving global economy and a rebound in the stock market have helped many financial institutions recover from the pandemic’s impact. However, Nomura’s loss shows that some firms are yet to fully recover, while others continue to face headwinds. Nomura has faced various challenges this year, including a loss of over $2 billion in the Archegos Capital Management downfall, which hit several major banks globally. The company has also been hit by a scandal involving insider trading, which resulted in the resignation of its executives. Nomura has said it is taking measures to rebuild its business and restore trust among its clients and investors. The company has announced plans to cut costs by almost 20% and shut down or merge some of its overseas units to focus on its more profitable businesses. “We remain focused on implementing our strategy of optimizing capital and resources, increasing operational efficiency, and enhancing our product and service offering to help clients achieve their investment goals,” Okuda said. Despite the challenges, Nomura shares have continued to perform well, gaining over 30% year-to-date. However, the company’s recent loss has highlighted the challenges it faces in catching up with its rivals. In conclusion, the first half of 2021 has been a mixed bag for major brokerage firms globally. Some, like Goldman Sachs, Morgan Stanley, and JP Morgan, have reported better-than-expected earnings, thanks to the improving economy and the rebound of the stock market. Meanwhile, Nomura, one of the largest bank and investment firms, is yet to recover fully, reporting a significant loss this half year. It remains to be seen whether Nomura can turn things around and catch up with its rivals in the coming year.",ai
"Russia's Gazprom natural gas monopoly plans to double exports to Europe by 2010, mostly via its ambitious $40 billion Yamal pipeline project, but energy analysts said the timing could be wrong. ""There's a market problem (with oversupply in Europe), and the cost of developing the Yamal field will be too high,"" said a senior European energy specialist familiar with the project. ""Europe is at saturation level for the next 10 years or so, so Gazprom is 5-10 years too early."" The Yamal-Europe project envisions building a gas pipeline network across 4,107 km (2,550 miles) from Russia's vast Arctic Yamal peninsula reserves to Germany via Belarus and Poland. Gazprom wants to take advantage of rising European demand. To help raise capital for Yamal, RAO Gazprom is offering American Depositary Shares as part of a plan to sell a total nine percent stake abroad. ""Europe can hardly wait for this project,"" said Alexander Litvinov, Gazprom's chief public relations specialist. A company statement said: ""The company faces significant requirements for capital expenditures."" The Yamal system, to be built in stages and linking with existing pipelines in some places, would have an initial capacity of 83 billion cubic metres (bcm) per year, including around 52 bcm to Western Europe. Gazprom said the Yamal-Europe pipeline would boost Russia's export capacity to 124 billion bcm by 1997 and 154 bcm by 1999. Sales outside the former Soviet Union were 117.4 bcm in 1995. The company wants annual exports to rise by 50 bcm by 2010. Gazprom has won big Western credits to build European parts of the Yamal link into Poland's grid and Belarus, but it has not won financing for the main part of the system or to boost output at Yamal itself, which it hopes to begin doing by 2000. Pierre Bauquis, special adviser to the president of French company Total SA, told an energy conference in the Kazakh capital Almaty last week that Russia had huge gas reserves but big financial constraints. ""Yamal is not needed before 2010,"" he said. He said netbacks (a key indicator of profitability) on Yamal gas to Germany today were negative, ""so Yamal is not obvious from an economic standpoint."" Gazprom sees Yamal as the goose that will lay the golden egg, since the area has recoverable reserves of 10,400 bcm, or 20 percent of Russia's total proven reserves. But Yamal gas, some under permafrost, is in a remote area and is quite expensive to recover. Some analysts say it may be cheaper to tap and transport Algerian and Norwegian gas to European markets than to extract Yamal gas in the volumes and time-frame Gazprom plans. Russian gas already accounts for 60 percent of Europe's total gas imports. Russia has more than one-third of world gas reserves and 26 percent of output, and is the world's single largest producer, with output of 556 bcm last year. Gazprom accounts for 94 percent of Russian gas output and transports nearly all of it. The firm wants output to rise to 820 bcm a year by 2010. Russia exports only 20 percent of its output, and declining industrial consumption at home has left Russia with an oversupply. Europe is also flush with supplies, though demand is set to rise. ""The fact that Gazprom does not have its own financing for Yamal and that it has not been able to find domestic or foreign financing (for the main part of the project) speaks quite negatively about its economics,"" said the European source.",human
"Conseco Inc. said Monday it would buy Pioneer Financial Services Inc., a health and life insurer, for about $417 million in stock, extending its acquisition spree. Carmel, Ind.-based Conseco will also pay $60 million to retire bank debt and pay other costs, the companies said. For Conseco, the Pioneer acquisition -- its seventh deal announced this year alone -- is aimed at building its offerings for senior citizens. Conseco is already among the leading providers of supplemental health insurance, retirement annuities and life insurance for consumers aged 40 and older, analysts said. ""The (aged) 65-plus consumer is a key part of the current marketplace and also a rapidly growing piece of that 40-plus marketplace,"" added James Rosensteele, Conseco spokesman. The companies said the merger would create the largest distribution organisation selling health and life insurance products in the markets where it operates. ""It's an excellent match,"" Conseco Chairman Stephen Hilbert said in a statement. Under the transaction, Conseco would use a fraction of a share of its common stock worth $25 to $28, depending on the price in the days before the closing, to buy Pioneer Financial stock. Pioneer debt notes would also become convertible into Conseco stock. Pioneer Financial jumped $5.50 to $24.50 in afternoon trading on the New York Stock Exchange, while Conseco stock was up 50 cents at $60 in consolidated trading. The transaction is subject to approval by regulators and Pioneer Financial stockholders. It should be completed within 180 days, the companies said. For Pioneer, a health and life insurance and annuities company based in Schaumburg, Ill., its agreement to join forces with Conseco reflects continued consolidation in the industry. Pioneer markets mainly to people 65 and older, small business owners and the self-employed. ""With the consolidation that's going on in the industry, you're going to have to be a mega-company to have the greatest efficiency and the greatest value to the customer,"" Everen analyst Frederick Sandburg said. That consolidation is apparent in Conseco's track record of completing 16 acquisitions involving a total of 29 insurance companies since 1982. Conseco is one of the nation's leading providers of supplemental health insurance, retirement annuities and universal life insurance. Rosensteele said while acquisitions continued to be a part of Conseco's strategy, roughly half of the growth of its assets has been from new business generated by companies after they have been purchased. Conseco said it would have $29 billion of assets and $32 billion of investments under management after completion of the Pioneer acquisition and other deals. Beyond the portfolio of policies, the Pioneer acquisition also will add to Conseco's marketing efforts, particularly to senior citizens, analysts said. Pioneer has 90,000 agents, in addition to Conseco's 90,000 independent and career agents. Founded in 1979, fast-growing Conseco has completed several acquisitions recently. In October, it completed the purchase of American Life Holdings Inc., a provider of annuities for retirement savings plans, for $165 million in cash. On Aug. 26, Conseco agreed to acquire American Travellers Corp., a provider of long-term care insurance, for $793 million in stock, and Capitol American Financial Corp., which markets cancer insurance and other health coverage, for $650 million in cash and stock. Also in August, Conseco completed the acquisition of Life Partners Group, a life insurer, for $600 million in stock, a deal that was announced on March 12.",human
"Two of Britain's leading insurance brokers Lloyd Thompson Group and JIB Group said on Monday they are to merge in a deal worth 300 million pounds ($496.4 million) Lloyd Thompson chief executive Ken Carter said the main attraction of the deal was the complementary nature of the two companies' operations and the merger will create an international firm focused on profitable, growth businesses. ""The driver is not cost savings, it's entirely the business enhancements we can get out of the two groups coming together. The cost savings will be there but they would come out in the merger of any two companies,"" he said. Carter will become chief executive of the new group which is to be renamed Jardine Lloyd Thompson Group Plc. The deal comes at a time of increasing problems for brokers as insurance rates fall and revenues decline. Increasing competitive pressures are forcing many to contemplate deals to find a way of cutting costs and achieve economies of scale. Only last week U.S. broking giant Aon Corp announced it was buying New York's Alexander & Alexander services for $1.23 billion. ""Insurance brokers are going through very difficult times and any activity that will enhance margins has to be beneficial,"" said one analyst. ""It's becoming quite evident that size is more and more important."" Under the terms of the Lloyd's Thompson offer, JIB shareholders will receive four new Lloyd Thompson shares for every five JIB shares held. The companies said that deal was expected to be ""significantly earnings enhancing"" in 1998. The merger has received the backing of Jardine Matheson Holdings which has a 60 percent stake in JIB. On completion of the merger it will have a 34 percent interest which it said, it intended to hold ""for the long term"". The stock market reacted positively to the news. JIB shares rose 20-1/2p to 129-1/2p and Lloyd Thompson 1-1/2p to 174p. The companies said they believed that the merger would bring significant strategic advantages allowing the development of new products, enhancing JIB's international operations and creating a leading international reinsurance business. The deal would also deliver cost savings, in particular in the two London market operations' information technology and head office expenditure. Lloyd Thompson, is currently involved predominantly in the London wholesale and reinsurance broking business. In contrast, JIB, operates in 30 countries worldwide and brings with it an international presence with the ""very significant jewel in the crown"" of its high quality Asia Pacific business, said Carter. The newly merged group will be positioned between global brokers such as Britain's Sedgwick and Willis Corroon and smaller niche brokers such as Lowndes Lambert and C.E. Heath. ""We see Jardine fulfilling an essential demand from clients by being a strong international broker focussed on handling business wherever it is in the world outside the U.S. rather than looking to get a flag in every city in the world,"" said Carter. Following the merger John Barton, currently chief executive of JIB will become chairman of the new group which is to be headquartered in London.",human
"The largest Czech commercial bank, Komercni Banka a.s., said on Friday that profits in the first nine months of this year fell some 10 percent due to accounting changes. The shares rose on the news. The bank's net profit, calculated under international accounting standards, declined to 4.88 billion crowns from 5.44 billion, but Komercni shares moved higher on the Prague Stock Exchange as analysts praised the results. The bank's finance division director Kamil Ziegler told a news conference that since third quarter 1995, Komercni had revised its accounting method to exclude unpaid late fees and commissions. ""Our profit, according to international accounting standards, is roughly 10 percent lower than in the same period of the last year. But there are very important methodological influences,"" Ziegler told reporters. Only those fees that have actually been paid are included in the figures now whereas outstanding receivables were included previously, he said. He added that the amount of late fees that would have been included under the previous accounting method was 1.2 billion crowns. Komercni posted a 5.11 billion net profit for the whole of 1995. The bank's total assets rose to 432.04 billion crowns at the end of the third quarter from 336.21 billion, year-on-year. The net interest margin declined to 4.07 percent from 5.40 percent, but up from 3.93 percent at the end of the first half. Under Czech accounting standards, which Ziegler said do not include the tital of 700 million crowns of unrealised gains from securities, Komercni's gross profit for the period was 3.87 billion, down from 6.83 billion year on year. He told rpeorters that he considered the results to be ""very good"", but warned that simple annualisation of the nine month figures would not lead to a full-year profit forecast. He said fourth quarter results could be affected by unclear development on the stock market and other factors. Sandy Winthrop Chen, vice president of equity research at the Prague office of CS First Boston, welcomed the figures, ""The results are quite in line with our expectations, I think the performance is very strong, and it puts Komercni Banka in a very good position to meet or exceed out 1996 forecast."" He added that the forecast was a 5.95 billion crown net profit, according to international standards. Komercni share price jumped 125 crowns on the Prague Stock Exchange soon after the news to 2,125, and closed at 2,126 after a week of heavy losses in which some analysts anticipated poor results. Dealer Karel Ruzicka of ING Barings said the results were in line with his expectations and partly attributed Komercni's share price rise to demand from foreign investors. ""Some of the foreign investors...think they are not so bad therefore we can see some demand in the stock,"" he said. Added Chen: ""We definitely remain buyers of the stock, and the recent weakeness in the shareprice we interpret as a major buyer opportunity."" Komercni's largest shareholder is still the Czech government which has a 48.74 percent stake, followed by the Bank of New York which has accumlated a 9.65 percent stake.",human
"Chicago Board of Trade Chairman Patrick Arbor said Thursday he expects electronic technology to replace open outcry trading in 20 to 25 years. ""I would think that in 20 to 25 years, there will be some kind of technology that will replace the traditional, open outcry market,"" Arbor said in answer to a student's question after a speech at the University of Chicago. In the past, the CBOT has said it views electronic trading as a supplement to open outcry pit trading, which it has said provides maximum integrity and liquidity at minimum cost. A CBOT press release distributed after Arbor's speech quoted him saying that ""electronic trading ... supplements open outcry during daytime hours and the evening session."" In answer to the student's question, Arbor remarked that his 33-year-old son, a CBOT member allowed to trade in the pits, has ""got about 20 years left"" in his trading career. Arbor added, ""Technology is the wave of the future. There's no question about it."" Electronic trading remains a small part of the total volume of trading done on the CBOT, but is growing rapidly. Total trading volume on the exchange in 1995 was more than 210 million contracts and Arbor predicted record-setting volume in 1996. Electronic trading increased to an average daily volume of 7,397 contracts in the first quarter of 1996 from just 560 contracts in 1992, when it commenced. ""The growth of electronic trading is here. It's going to continue,"" Arbor said.",human
"Australian steelmaker BlueScope Steel has proposed forming alliances with partners in Asia to build huge steel mills with a capacity of up to 10 million metric tonnes of steel per year, according to a company statement released earlier today. The announcement comes amid growing demand for steel in Asia, particularly in China and India where infrastructure development and urbanisation continue to increase at a fast pace. While BlueScope Steel is already well-established in Australia and the US, the company is looking to expand its footprint in the Asian region. ""We are excited to announce these ambitious plans to expand our operations in Asia,"" said BlueScope Steel CEO Mark Vassella. ""It is a great opportunity to work with local partners in the region to leverage our expertise in steel-making and create significant value for our customers and shareholders."" The proposed partnerships would involve sharing technology and expertise as well as financing and operating large-scale steel mills in countries such as China, India, Vietnam, Indonesia, and Thailand. BlueScope Steel has already identified potential partners in these countries and is in the process of negotiating agreements. The company's plans have been welcomed by industry experts and analysts, who see it as a smart move to tap into the huge market potential in Asia. ""The demand for steel in the region is expected to grow by more than 5% annually over the next few years, driven by infrastructure development and urbanisation,"" said a spokesperson for the Asian Steel Association. ""BlueScope Steel's proposed alliances with local partners will help to meet this demand and ensure that the region has access to high-quality steel products."" BlueScope Steel's move to expand in Asia comes at a time when the global steel industry is in a period of consolidation and restructuring. Overcapacity and slowing demand in some regions have led to mergers and acquisitions, as well as closures of outdated mills. However, BlueScope Steel appears to be taking a different approach by focusing on partnerships and technology-sharing to maintain its competitive edge in the industry. ""We believe that working with local partners is the best way to enter new markets and deliver value to our customers,"" said Vassella. ""By leveraging our expertise and technology, we can help to improve the efficiency and sustainability of steel production in Asia, while also creating jobs and supporting economic growth in the region."" BlueScope Steel's proposed partnerships are expected to be finalised by the end of the year, with construction of the new steel mills to commence in 2022. The company is confident in its ability to deliver on these plans, which it sees as a major milestone in its expansion strategy.",ai
